id,sentiment,textart,text,sentiment_gs
NZZ_Facebook_15,1,Zeitungsartikel Offline,hintergrund und meinungen sonntag senior von beruf maximilian reimann ältester nationalrat der schweiz denkt nicht ans aufhören und umgeht die altersguillotine der svp er kampft gegen diskriminierung  meistens von anja burri er hätte gute gründe sich zufrieden zurückzulehnen in seinen bald  lebensjahren ist maximilian reimann jurist geworden delegierter des internationalen komitees vom roten kreuz fernsehmoderator finanzdirektor eines exportunternehmens nationalund ständerat verwaltungsrat ehemann und vater von zwei töchtern doch nun beschleicht hn ein gefühl das er bisher nicht kannte er fühlt sich diskriminiert  aufgrund seines alters seine partei die svp aargau hat für nationalräte ab  jahren eine altersguillotine eingeführt wer seinen platz nicht freiwillig raumt muss am parteitag mit mindestens zwei dritteln der stimmen nominiert werden diesem verfahren wollte sich nationalrat reimann der seit gut  jahren im parlament sitzt nicht stellen und zog sich zurück geschlagen gibt er sich aber nicht lieber orientiert er sich an ausländischen politgrössen der präsident des deutschen bundestages wolfgang schäuble sei gleich alt wie er die usdemokratin nancy pelosi sei zwei jahre älter und sprecherin des repräsentantenhauses schreibt er in einer email reimann tritt auch diesen herbst als nationalratskandidat an nicht mehr für die svp sondern für eine überparteiliche seniorenliste sechs kandidatinnen und kandidaten gehören bisher zum team  wenn es die parteien mit den altersguillotinen allzu sehr auf die spitze treiben müssen sie sich nicht wundern wenn als gegenreaktion unabhängige seniorenlisten lanciert werden sagt er denn auch senioren müssten angemessen im nationalrat vertreten sein von einem zerwürfnis mit der svp könne nicht die rede sein er bleibe parteimitglied betont er die beziehung zur volkspartei scheint dennoch leicht angespannt diese woche ermahnte svpdoyen christoph blocher den widerspenstigen senior in seiner onlinesendung teleblocher natürlich schade die seniorenliste der partei reimann der seit seiner geburt im aargauer fricktal lebt stammt aus einer politischen familie sein vater war gemeinderat in frick für die bauern gewerbe und bürgerpartei bgb die vorgängerin der svp er selber schloss zuerst sein jusstudium ab bevor er der cvp beitrat ein paar jahre später wechselte er zur svp als sportmoderator des schweizer fernsehens war er bereits national bekannt als er  für die svp in den nationalrat gewahlt wurde dass politik für senioren in zeiten der überalterung gefragt ist realisierte reimann vor knapp zehn jahren er ärgerte sich über die regel wonach in der schweiz autofahrer ab  jahren einen medizinischen checkup machen müssen und überzeugte das parlament davon die altersgrenze auf  jahre zu erhöhen es ist sein grösster politischer erfolg der letzten jahre für solche ziele werde er sich weiter einsetzen wirbt er in den sozialen netzwerken und postet dazu eine foto die ihn auf einem traktor zeigt er trägt den freizeitlook der senioren ein kurzarmhemd den pullover über den schultern turnschuhe mit klettverschluss und er hält das neue zürcher zeitung ch  steuer fest in beiden händen als ob er damit sagen wollte so schnell lässt reimann nicht los die sicherung der ahv ist ihm ein wichtiges anliegen und er ist mitglied des komitees für die volksinitiative schutz vor altersdiskriminierung diese will erreichen dass gegen benachteiligungen aufgrund des alters etwa am arbeitsplatz geklagt werden kann  als vorbild dient das gleichstellungsgesetz als dieses in den neunziger jahren eingeführt wurde sass reimann im nationalrat er spielte mit drei anderen bürgerlichen eine zentrale rolle in den beratungen sie versuchten mit zahlreichen anträgen das gesetz abzuschwächen antifeministen sperren sich gegen die gleichstellung der frauen titelte die sonntagszeitung heute sagt reimann selbstverständlich könne er die frauen verstehen die sich für gleichstellung einsetzten doch diese kreise hörten es nicht gerne dass da auch die gleichstellung beim rentenalter dazugehöre also ahv ab  fur alle er hat dies im parlament thematisiert weil die frauen mit  jahren das ahvalter erreichen profitieren sie ein jahr früher vom seniorentarif beim sbb generalabonnement ein verstoss gegen die gleichberechtigung von mann und frau wollte reimann vom bundesrat wissen er ist davon zum glück nicht betroffen als nationalrat hat er anrecht auf ein sbb generalabonnement für die klasse,-1
NZZ_Facebook_2,0,Zeitungsartikel Offline,international international afd bestreitet vorwurf russischer einflussnahme dpa  nach berichten über russischen einfluss auf seine arbeit hat der afdbundestagsabgeordnete markus frohnmaier die vorwürfe zurückgewiesen verrückt kann ich mir nicht vorstellen dass so was geschrieben worden ist ich bin hier angetreten um deutsche interessen zu vertreten das mache ich auch jeder der meine anträge initiativen sieht der kann das auch nachverfolgen sagte er gegenüber dem zdf er reagierte damit auf berichte mehrerer medien dass russische kräfte hn absolut unter kontrolle haben könnten in einem am samstag veröffentlichten facebookeintrag schrieb frohnmaier von einer enthemmten hetzkampagne gegen die afd und auch mich vor der europawahl im mai,-1
NZZ_Twitter_Offline_22,1,Zeitungsartikel Offline,schweiz larssa rhyn international die stille schafferin markiert präsenz in den ersten  tagen als verteidigungsministerin hat viola amherd gezeigt dass sie auch unorthodoxe entscheidungen nicht scheut kaum im amt muss viola amherd bereits einen neuen armeechef suchen es ist nicht ihr einziges grossprojekt  doch die erste frau an der spitze des vbs hat bereits klargemacht dass man sie nicht unterschätzen sollte larssa rhyn stille schafferin das war der lieblingsausdruck der medien vor viola amherds wahl zur bundesrätin und er passt noch immer auf die frage ob amherd nach den ersten  tagen im amt einen medienanlass organisiere liess ihr departement verlauten amherd kommuniziere dann wenn es nötig sei nötig wurde es dann schneller als ihr lieb gewesen sein dürfte vergangene woche musste sie bekanntgeben dass der chef der armee philippe rebord und ausbildungschef daniel baumgartner ihre posten verlassen die chefin des verteidigungsdepartements vbs wirkte beim auftritt vor den medien ernst ruhig und bedacht nur den fragen nach dem versetzungsgesuch von baumgartner wich sie aus aber sie kann auch anders bei vielen anderen öffentlichen auftritten und auf twitter  wo sie noch immer selbst in die tasten greift  gibt sich die walliserin gelassen gut gelaunt und volksnah im vergleich zu anderen bundesräten wirkt sie unverkrampft so twittert sie auch mal ein verschwommenes selfie aus dem zug oder sie freut sich mit unzähligen smileys über die erfolge des schweizer skiteams  und erinnert damit daran dass sie nicht nur für verteidigung und bevölkerungsschutz sondern auch für sport zuständig ist der sport steht jedoch m hintergrund weil amherd grosse armeeprojekte in die wege leiten muss einerseits hat sie die weiterentwicklung der armee voranzutreiben andererseits stehen mehrere beschaffungsprojekte an insbesondere der kauf von kampfjets und bodengestützter luftverteidigung bodluv demnächst mussen auch panzer und artillerie ersetzt werden ausserdem will amherd im cyberbereich einen gang zulegen aus sicht von sicherheitspolitikern hat sich amherd schnell mit den neuen themen vertraut gemacht ständerat hans wicki der im letzten herbst ebenfalls ins rennen um einen bundesratssitz gestiegen ist sagt sie hat sich schnell in die wichtigsten dossiers eingearbeitet und gezeigt dass sie bereit ist entscheidungen zu treffen eine dieser entscheidungen war es armeeangehörigen zu untersagen sich von rüstungsfirmen einladen zu lassen damit will amherd unter anderem verhindern dass entscheidungsträger vor dem kauf von kampfjets beeinflusst werden dies ist teil ihrer bemühungen im vbs mehr transparenz zu schaffen neue zürcher zeitung ch  amherd ist die erste frau an der spitze des vbs und es war ein köstliches bild das rts kürzlich zeigte ein mann steht auf einer leiter und wechselt die goldene inschrift über viola amherds büro aus chefin des eidg departements für verteidigung bevölkerungsschutz und sport steht da nun statt wie seit je chef auf die aktion angesprochen sagte amherd mit leicht triumphierender stimme das hat mich sehr gefreut dieser schritt sei wichtig um den frauen zu zeigen was sie erreichen könnten frauen in der wirtschaft in der politik  und vor allem frauen in der armee diesem thema misst viola amherd grosse bedeutung zu sie will dafür sorgen dass der militärdienst für frauen attraktiver wird das wichtigste zeichen kann sie selber setzen indem sie sich im männerdepartement vbs durchsetzt dass sie eine frau sei helfe ihr in ihrer neuen position meinen viele überzeugt doch die armee ist hierarchisch und in alten strukturen verfestigt so mancher dürfte die erste frau an der spitze der armee zu beginn belächelt haben aber amherd hat schnell klargemacht dass man sie nicht unterschätzen sollte als erster bekam das ihr vorgänger zu spüren guy parmelin überliess amherd bei der departementsübergabe das politisch heikle beschaffungsprojekt für kampfjets und bodluv air und nahm an sie treibe es umgehend weiter voran er durfte sich die augen gerieben haben als amherd kurz nach amtsantritt ankundigte sie wolle eine zweitmeinung zum bericht luftverteidigung der zukunft einholen diesen hatte parmelin als grundlage für air verwendet und dann beauftragte amherd erst noch claude nicollier als externen experten der erste schweizer astronaut geniesst in der schweiz zwar hohes ansehen und ist ehemaliger mlilitärpilot doch kritiker monieren er sei zu wenig nah an der materie was immer man von dieser unorthodoxen entscheidung halten mag amherd hat damit präsenz markiert sie hat gezeigt dass sie nicht davor zurückschreckt ihre fachleute vor den kopf zu stossen diese einschätzung teilen selbst diejenigen sicherheitspolitiker die ihren plan skeptisch beäugt haben air wird für amherd eine wichtige prüfung das geschäft ist politisch heikel ihr vorgänger erntete für seinen vorschlag kampfjets und bodluv zusammen in einem referendumsfähigen planungsbeschluss zu präsentieren wenig beifall eher mehrheitsfähig scheint eine lösung bei der das stimmvolk nur über das budget für die kampfjets abstimmen kann daher wird vermutet dass sich amherd dafur entscheiden wird auch sonst fallen unterschiede zum vorgänger auf während parmelin sich auf wenige personen aus der svp verlassen hat blickt amherd auch über die parteigrenzen hinweg und verschafft sich damit respekt sp nationalrätin priska seiler graf sagt viola amherd spricht nicht nur pro forma mit politikern verschiedener parteien wie das manche ihrer vorgänger getan haben sondern sie hört genau zu und wägt die argumente ab svpnationalrätin barbara kellerinhelder sieht das ähnlich amherd sei weder schulmeisterlich noch belehrend sondern pflege einen offenen und konstruktiven austausch nachdem das departement jahrelang fest in svphand war wird von der mittepolitikerin aber auch erwartet dass sie leichter mehrheiten findet als pragmatisch und lösungsorientiert beschreiben frühere parlamentarierkollegen amherd und finden generell fast nur lobende worte für sie während der austausch mit politikern bereits gut funktioniert gibt es offenbar noch nachholbedarf bei der zusammenarbeit mit der armee wie eine person aus amherds näherem umfeld durchblicken lässt andere finden sie könnte noch etwas mehr aus sich herausgehen und offensiver kommunizieren die erwartungen an die neue verteidigungsministerin sind hoch und die ausgangslage ist nicht einfach weder im kampfjetdossier noch bei der besetzung der frei gewordenen kaderpositionen mit spannung wird erwartet wer die nachfolge von armeechef rebord antritt seitdem amherd den astronauten nicollier angeheuert hat weiss man dass sie für überraschungen gut ist,1
NZZ_Twitter_Offline_8,1,Zeitungsartikel Offline,schweiz michael von ledebur lena schenkel haluka maierborst schweiz das zurcher parlament wird weiblicher als je zuvor die wahlberechtigten bevorzugten frauen gegenüber männern auf den wahllisten  bei den bürgerlichen wie bei den linken michael von ledebur lena schenkel haluka maierborst die abwahl von hansjakob boesch aus dem kantonsrat passt zum missglückten wahlsonntag aus freisinniger sicht weil die fdp in den wahlkreisen  und  einen sitz einbüsst verpasst boesch die wiederwahl der parteipräsident bleibt mit einer differenz von  stimmen hinter einer jungen frau zurück die erstmals für den kantonsrat kandidiert hat und über wenig politische erfahrung verfügt angie romero mit der boesch teilweise gemeinsam wahlkampf gemacht hatte dass sie auf seine kosten ins parlament einzieht trübt ihre freude über den ersten grossen politischen erfolg sie sagt einerseits freue ich mich andererseits nicht romero steht für einen trend noch nie waren so viele frauen im kantonsrat wie in der kommenden legislatur  frauen haben den einzug ins parlament geschafft heute sind dort  von  parlamentariern weiblich bereits im vorfeld war die hohe zahl weiblicher kandidaturen aufgefallen diesmal wird es auch tatsächlich zu einem hohen frauenanteil im kantonsrat führen der anteil frauen bei den kandidierenden lag bei  prozent im kantonsrat sind es bald  prozent  nur noch ein minimer unterschied romero hat sich stark für ihre wahl eingesetzt davon zeugt ihre twittertimeline selfie von der fdpdemo selfie von der flyeraktion kurzvideos vor allem zu bildungsthemen sie ist mutter zweier kinder im kindergartenalter und sitzt in der lokalen schulbehörde beruflich arbeitet die juristin am bezirksgericht zürich als geschäftsleitungsmitglied als ersatzrichterin lag ein parteieintritt nahe und für romero war es klar dass es die fdp sein muss als frau sei sie in der partei mit offenen armen empfangen worden und habe einen guten listenplatz erhalten davon dass sie als frau bei den wahlberechtigten einen vorteil haben könnte habe sie im wahlkampf nichts gespürt womöglich haben auch lokale gegebenheiten eine rolle gespielt denn es trat eine altstetterin gegen einen wiediker an altstetten stellt deutlich mehr wahlberechtigte und romero ist als mitglied des lokalen quartiervereins und über den vorstand des alters und pflegezentrums herrenbergli stark vernetzt man mag einwenden dass der gestiegene frauenanteil eine folge des linksrutsches im kanton zürich sei die wahlsiegerinnen die grünen und die glp waren mit zebralisten  abwechslungsweise einer frau und einem mann  angetreten oder setzten gezielt frauen auf potenzielle nachrutschplätze ihrer listen doch die zahlen zeigen etwas anderes sowohl linke als auch bürgerliche wählerinnen und wähler strichen männliche bewerber durch oder notierten frauen doppelt und liessen sie auf der jeweiligen liste nach vorne wandern neue zürcher zeitung ch  vier plätze gut machte etwa nina fehr düsel svp im bezirk meilen sie überholte alle männlichen parteikollegen und wurde mit  stimmen komfortabel wiedergewählt die neuküsnachterin war zuvor als aus der stadt zürich zugezogene hinter die bisherigen auf die liste gesetzt worden trotz dieser für sie schwierigen ausgangslage und obwohl die partei im bezirk einen sitz verlor schaffte fehr düsel die wahl problemlos ausgerechnet in der svp die mit einem viertel den geringsten frauenanteil auf ihren wahllisten auswies findet sich auch das extremste beispiel einer weiblichen senkrechtstarterin daniela rinderknecht figurierte im wahlkreis bülach auf dem aussichtslosen listenplatz  und wurde am ende als vierte ins parlament gewählt eindrucksvoll war auch die performance die sara akanj sp hinlegte akanj captain und gründerin der frauenmannschaft des fc winterthur und schwester von nationalmannschaftsverteidiger manuel akanj holte  stimmen und überflügelte bei ihrer ersten kandidatur für ein politisches amt sämtliche mitbewerber akanj wurde bekannt weil sie sich in winterthur mit erfolg für ein spitzenteam im frauenfussball eingesetzt hat darauf fuhrt sie ihren wahlerfolg zurück in der parteipolitik sei sie ein neuling m politisieren aber nicht sagt sie akanj interpretiert den wahlerfolg vieler frauen als ausdruck des zeitgeists es war nicht nur eine grüne wahl sondern auch eine der frauen und der jungen sie sagt sie selbst habe sich aufstellen lassen weil ihr ein besseres abbild der gesellschaft im kantonsrat wichtig sei diesbezüglich habe der wahltag einen wichtigen fortschritt gebracht besonders augenfällig ist der gestiegene frauenanteil in der grünliberalen fraktion auf ihren neu  sitzen werden  frauen platz nehmen von den  neu gewählten sind  weiblich auf die frage ob dies auch die politik im kantonsrat verändern werde meint glpcoparteipräsidentin corina gredig dass ihre partei ein besonderes augenmerk auf gleichstellungsproblematiken und die vereinbarkeit von familie und beruf haben werde überparteilich liessen sich hier womöglich neue mehrheiten finden für lösungen welche die chancengleichheit im erwerbsleben stärkten wie etwa die individualbesteuerung oder betreuungsgutscheine für die kleinkinderbetreuung,1
Rendi-Wagner_Facebook_1,0,Facebook-Post,heute ist weltnichtraucherinnentag die jugend hat ein recht auf eine gesunde zukunft und wir haben die pflicht dafür zu sorgen dass sie zu ihrem recht kommen,0
Rendi-Wagner_Facebook_100,0,Facebook-Post,alle menschen sollen die gleichen chancen haben gerade die mindestsicherung sollte ein sprungbrett in die arbeitswelt sein die regierung macht sie zu einem sprungbrett in die armut das raubt den kindern die zukunft und spaltet die gesellschaft einem solchen sozialabbaugesetz wird die sozialdemokratie niemals zustimmen  natürlich auch heute nicht im nationalrat kein kind kann von   euro am tag leben die regierung produziert und fördert hier sehenden auges kinderarmut,-1
Rendi-Wagner_Facebook_131,0,Facebook-Post,live vom spwahlauftakt zur europawahl  unter dem motto mensch statt konzern gemeinsam mit pamela rendiwagner andreas schieder michael ludwig und frans timmermans,0
Rendi-Wagner_Facebook_132,1,Facebook-Post,wir müssen den rechtspopulisten stoppschilder entgegen halten wir brauchen ein starkes solidarisches europa ein europa das sicherheit bietet das gemeinsame projekt europa muss eine starke sozialdemokratische handschrift tragen damit wir es zusammenhalten können das habe ich heute bei der podiumsdiskussion was europa jetzt braucht in der ankerexpedithalle betont vielen dank an meine mitdiskutanten  frans timmermanns der spitzenkandidat der europäischen sozialdemokraten franz vranitzky brigitte ederer ferdinand lacina und andreas schieder das war ein schöner und interessanter abend,1
Rendi-Wagner_Facebook_142,1,Facebook-Post,heute bin ich wieder auf bundesländertour  diesmal im sonnigen oberösterreich die erste station ist das tageszentrum lichtblick der volkshilfe oberösterreich in steyr das auf menschen mit demenz spezialisiert ist hier konnte ich mich mit nationalrat markus vogl und stadtrat michael schodermayr davon überzeugen wie wichtig auch andere flexiblere betreuungsformen  abseits von stationär oder daheim  sein können aus den erfahrungen von steyr können wir viel mitnehmen denn der erfolg des tageszentrums lichtblick hat positive auswirkungen für die betroffenen eine entlastung für die pflegenden angehörigen mit beratung und unterstützung einen positiven einfluss auf den krankheitsverlauf und eine entlastung im stationären bereich,1
Rendi-Wagner_Facebook_150,-1,Facebook-Post,die probleme die von rechtsextremen netzwerken wie den identitären ausgehen stellen eine reale gefahr dar das muss transparent und unabhängig aufgeklärt werden kickl hat durch die nähe seiner eigenen fraktion zu rechtsextremen netzwerken eine fragwürdige glaubwürdigkeit  unterschreibe hier die petition stopp kickl  httpsstoppkicklspoeat,-1
Rendi-Wagner_Facebook_163,0,Facebook-Post,es ist die sache des staates die pflege zu finanzieren das geld dafür ist da  verwenden wir es für die menschen statt für die senkung der unternehmenssteuern,0
Rendi-Wagner_Facebook_174,1,Facebook-Post,ich gratuliere zu diesem sensationellen ergebnis in kärnten hat die fsg mit ihrem spitzenkandidaten günther goach das beste ergebnis erreicht das es je bei einer akwahl gegeben hat,1
Rendi-Wagner_Facebook_42,1,Facebook-Post,für uns als sozialdemokratie ist völlig klar es braucht eine lückenlose aufklärung eines der möglicherweise größten korruptionsskandale der zweiten republik das erwarte ich mir von einem bundeskanzler sebastian kurz hatte seine chance für sein türkisblaues experiment und er hat diese chance verspielt er trägt die volle verantwortung für das scheitern dieser regierung verantwortung steht für mich immer an oberster stelle kurz muss hier echte konsequenzen ziehen ich werde persönlich an der spitze der sp alles dafür tun um die menschen davon zu überzeugen dass es eine andere politik braucht,-1
Rendi-Wagner_Facebook_6,1,Facebook-Post,ich wurde heute vom parteivorstand einstimmig zur spitzenkandidatin für die nationalratswahlen nominiert ich freu mich auf die kommenden monate zeigen wir dass wir für ein anderes sterreich stehen nämlich für ein sterreich des zusammenhalts des miteinanders und des sozialen ausgleichs für all jene werte die sterreich über jahrzehnte stark und erfolgreich gemacht haben aber in den letzten  monaten der schwarzblauen regierung vernachlässigt wurden gemeinsam für ein anderes sterreich,1
Rendi-Wagner_Facebook_66,-1,Facebook-Post,doris bures hat heute mit dem wiener burgtheater zur vorstellung alles kann passieren in den plenarsaal des sterreichisches parlament eingeladen eingeblendet waren die mahnenden worte des schriftstellers erich kästner man darf nicht warten bis aus dem schneeball eine lawine geworden ist man muss den rollenden schneeball zertreten die lawine hält keiner mehr auf sie ruht erst wenn sie alles unter sich begraben hat wir erleben wie ständig die grenzen des politischen und menschlichen anstandes überschritten und neu gesetzt werden das gefährliche daran die gewöhnung aber wir dürfen uns nicht daran gewöhnen wenn sich die bevölkerung an jede verrohung jede missgunst und jeden hass gewöhnt ist unser zusammenleben in gefahr herzliche gratulation allen beteiligten heute zu dieser beeindruckenden und mahnenden produktion fotos parlamentsdirektionzinner,-1
Rendi-Wagner_Facebook_72,-1,Facebook-Post,der  mai ist europatag denn am  mai  wurde auf den trümmern des zweiten weltkrieges der grundstein für ein friedliches und demokratisches europa gelegt heute  jahre später sind viele errungenschaften der europäischen union wie meinungs und pressefreiheit rechtsstaatlichkeit und frauenrechte durch die nationalistische politik der spaltung wieder in gefahr  doch diesen rechten kräften wird sich die sozialdemokratie entschlossen entgegenstellen wir kämpfen für ein europa der menschen denn europa wird nur dann eine zukunft haben wenn es freiheit sicherheit und soziale gerechtigkeit garantiert wir stehen vor einer wahren richtungsentscheidung zwischen einer politik der hetze und einer politik der hoffnung gemeinsam werden wir europa wieder eine zukunft geben,0
Rendi-Wagner_Tweet_103,1,Tweet,im interview mit der tageszeitung welt habe ich klargemacht die beteuerungen von manfredweber seinem wichtigsten unterstützer sebastian kurz und der europäischen konservativen nicht mit rechten zusammenzuarbeiten sind völlig unglaubwürdig euwahl,-1
Rendi-Wagner_Tweet_27,1,Tweet,herzliche gratulation an renate anderl und ihr team auch in wien hat die fsg auf  prozent zugelegt und liegt deutlich auf platz  tolle arbeit und super ergebnis prw akwahl wien,1
Rendi-Wagner_Tweet_60,-1,Tweet,viele expertinnen warnen davor dass die arbeitslosigkeit in den kritischen bereichen wieder steigen könnte die bundesregierung droht das zu verschlafen wir haben ein paket für die stärkung wirtschaft und beschäftigung zusammengestellt das  arbeitsplätze bringt,0
Rendi-Wagner_Tweet_61,-1,Tweet,das sind unsere vorschläge für  arbeitsplätze vorziehen der steuerreform um kleine und mittlere einkommen zu entlasten anreize für unternehmen die in arbeitsplätze investieren investitionen in die öffentliche infrastruktur und die rückkehr der aktion ,0
Rendi-Wagner_Tweet_72,-1,Tweet,es ist mehr als bedenklich wie schwarzblau mit  österreicherinnen umgeht die sich für die anliegen des frauenvb eingesetzt haben in uns habt ihr immer eine partnerin für gleichberechtigung chancengerechtigkeit und selbstbestimmung an eurer seite oenr fvbnr,0
Rickli_Facebook_1,0,Facebook-Post,das ist ein aufruf zu gewalt an frauen und muss strafrechtlich verfolgt werden und falls es stimmt dass da minutenlang nichts unternommen wurde müssen die verantwortlichen über die bücher,-1
Rickli_Facebook_33,0,Facebook-Post,ein schöner abend beim eigerclub winterthur,1
Rickli_Tweet_47,-1,Tweet,die intoleranten werden ja immer schlimmer,-1
STD_Facebook_Offline_19,1,Zeitungsartikel Offline,thema colette m schmidt bundesland abend bundesland zusammen auf demos beim wirt und im büro die vernetzungen zwischen der freiheitlichen partei und der identitäaren bewegung sind österreichweit auf vielen ebenen engmaschig bei den identitären mitzutun steht nicht im widerspruch zu unserem parteistatut stellte der grazer vizebürgermeister mario eustacchio  fest eustacchio im november  selbst teilnehmer einer identitäarendemo in spielfeld weiß wovon er spricht um über verbindungen zwischen der fpö und den identitären zu stolpern kann man auch ganz oben beginnen in der bundespartei in der regierung vizekanzler und fpöparteichef heinzchristian strache zog erst vor wenigen wochen eine klage gegen den politikberater rudolf fussi zurück der ihm ein gemütliches beisammensein mit identitären attestiert hatte und das auch mit fotos belegen konnte  der standard berichtete vertreten wurde strache von einem anwalt der auch identitärenchef martin sellner zu seinen klienten zählt innenminister herbert kick fpö bezeichnete bei einer rede auf dem rechtsextremen kongress verteidiger europas  sein auditorium das auch aus identitären bestand als gleichgesinnte berührungsängste hatte man auch auf dem jüngsten akademikerball im jänner nicht unter den ballgästen war neben strache und sozialministerin beate hartingerklein fpo auch wieder sellner gesellig ging es nach dem fotomaterial auch im november  bei einem stammtisch des rings freiheitlicher jugend rfj in wien zu an dem der wiener vizebürgermeister dominik nepp fpo gemeinsam mit führenden identitären teilnahm reiner zufall kommentierte das sein büro auf standard nachfrage doch man braucht sich nicht mit zwanglosen wirtshaustreffen und tanzveranstaltungen aufzuhalten sieht man sich die verschiedenen ebenen an in denen blaue mandatare sitzen also parlament landtag gemeinderäte und bezirksräte findet man in einer immer gröfseren dichte auch identitäre oder freunde dieser unter den parlamentarischen mitarbeitern und mitarbeiterinnen der fpo fanden und finden sich identitäare von manchen musste man sich aus einschlägigen gründen trennen andere blieben in der steiermark findet man  auch abseits von eustacchio  quas auf jeder ebene bezüge zu den identitären der dritte landtagspräsident gerhard kurzmann marschierte  bei einer identitärendemo in graz mit ihm zur seite war luca kerbl der  als fpobezirksobmann des grazer bezirks lend und als identitärer auf das dach der steirischen grünen kletterte wo man ein transparent entrollte und kunstblut verschüttete der standard  besonders gut vernetzt ist der grazer gemeinderat und burschenschafter heinrich sickl der  unter protest angelobt wurde der  n kärnten geborene sickl ist obmann des freiheitlichen akademikerverbandes und war in dieser funktion lange mitherausgeber der rechtsextremen und  eingestellten aula er ist der vermieter der identitären bewegung österreich die ihre zentrale in graz hat auch der rfj burgenland pflegte immer wieder gute kontakte zum rechtsextremen verein und richtete  mit ihm einen vortrag zum thema der große austausch aus die sprache der freunde man trifft sich auf demos in büros am stammtisch und in sozialen medien und die sprache der identitären hat längst in blaue politbüros einzug gehalten die grenzschutzübung der ministerien von innenminister kick| und verteidigungsminister mario kunasek in der südsteiermark fand  unter dem titel pro border einem identitärenslogan statt strache postete  und  auf facebook dass der bevölkerungsaustausch den die identitären als verschwörungstheorie verbreiten bereits vollzogen sei ein begriff der nicht nur ihm gefällt das manifest des mutmaßlichen attentäters von christchurch heißt the great replacement bild dieses bild war gegenstand eines gerichtsverfahrens vizekanzler heinzchristian strache am wirtshaustisch mit identitären  bild foto screenshot facebook  via fpö fails,-1
STD_Facebook_Offline_3,0,Zeitungsartikel Offline,inland katharna mittelstaedt bundesland abend bundesland fpö macht gegen bevölkerungsaustausch mobil strache hält rechten kampfbegriff für begriff der realität nepp wettert gegen mütter die fpö  selbst seit mehr als einem jahr in regierungsverantwortung  kampagnisiert wieder verstärkt gegen veränderungen in der österreichischen gesellschaft er gehe den weg für unser heimatland österreich und den kampf gegen den bevölkerungsaustausch konsequent weiter erklärt vizekanzler heinz christian strache in einem interview mit der kronen zeitung am sonntag das würden die menschen auch von uns erwarten ist der cheffreiheitliche überzeugt bevölkerungsaustausch ist ein vor allem von rechten und rechtsextremen verwendeter begriff auch für die identitären ist der große austausch eines der kernthemen es soll damit der widerstand gegen fremde einflüsse aufs eigene heimatland und gegen andere religionen als das christentum zum ausdruck gebracht werden kurz die ablehnung von ausländern und all jenen die aussehen als seien sie solche rernreise n wien als beleg für einen bevölkerungsaustausch kann somit auch jeder dienen der nicht ins völkische schema passt wie der blaue vizebürgermeister von wien dominik nepp vor ein paar tagen demonstrierte er postete ein foto aus einem wiener park auf dem frauen mit kinderwagen und zwischen den bäumen herumtollende kinder zu sehen sind viele der mütter tragen ein kopftuch kein fernreisebild sondern befremdliche impressionen aus dem türkenschanzpark schrieb nepp dazu auf facebook so schauts in unseren wiener freizeitoasen aus zeigte er sich enttäuscht da bekommt das wort turkenschanzpark plötzlich eine neue bedeutung kommentierte johann gudenus chef des freiheitlichen parlamentsklubs die designierte wiener vizebürgermeisterin birgit hebein grüne fragte sich hingegen wie klein im denken muss jemand sein der es notwendig hat eine gruppe von müttern mit kindern an den hetzpranger zu stellen für strache ist bevölkerungsaustausch ein begriff der realität erklärte er auf hinweis der krone journalistin dass es sich um ein wort aus der rechtsextremen szene handle wir wollen nicht zur minderheit in der eigenen heimat werden um rechtsextremismus handle es sich nach definition des vizekanzlers erst wenn versucht werde politische ziele mit gewalt durchzusetzen ähnliche bedenken wie strache und nepp aufßsert der blaue verkehrsminister norbert hofer im profil wir haben andere sorgen als ausrutscher dass sich österreich durch zuwanderung zu einem land mit muslimischer mehrheit entwickelt sabine schatz spösprecherin für gedenkkultur fragte auf twitter dann bundeskanzler sebastian kurz övp der standard j  wie viel die distanzierung der fpo von den identitären wert sei wenn strache im identitärensprech antwortet spobundesgeschäftsführer thomas drozda erinnerte in einer aussendung an einen auftritt des steirischen fpopolitikers wolfgang zanger bei einer kundgebung der identitären in judenburg im februar   zanger sitzt bis heute im nationalrat kommentar der anderen seite  pro und kontra seite  bild die verpixelung der gesichter hat der standard vorgenommen bild foto facebookfaksimile,-1
