id,textart,text,sentiment_gs,cleaned_text,sentiment_nb,sentiment_svm
Fehr_Facebook_100,Facebook-Post,20 Jahre JuV! Das Amt für Justizvollzug des Kantons Zürich feiert und blickt stolz auf zwei Jahrzehnte zurück in denen Zürich den Schweizer Strafvollzug weitgehend neu erfunden hat. Herzliche Gratulation! Unsere Profis wissen: Für 99 Prozent der Strafgefangenen öffnet sich früher oder später die Gefängnistür. Sie werden wieder unsere Nachbarn. Deshalb ist der zentrale Auftrag des Justizvollzugs die Wiedereingliederung also die Vorbereitung der Strafgefangenen auf ein deliktfreies Leben. Damit sie zu besseren Nachbarn werden. Meine Festrede: https://bit.ly/2HfWIH3,1,jahren juv amt justizvollzug kanton zürich feiern blicken stolz zwei jahrzehnt zurück zürich schweizer strafvollzug weitgehend neu erfinden herzlich gratulation profi wissen prozent strafgefangene öffnen früh spät Gefängnistür nachbarn zentral auftragen justizvollzugs wiedereingliederung Vorbereitung strafgefangen deliktfreies leben besseren nachbarn festred httpsbitlyhfwih,1,1
Strache_Facebook_21,Facebook-Post,Wer sind die Auftraggeber und wer die Nutznießer dahinter? Ich werde hier nicht locker lassen. Die Wahrheit ist eine Tochter der Zeit... Und die Gerechtigkeit setzt sich auf Dauer durch. Ich danke Euch von ganzem Herzen für Eure unzähligen Unterstützungsnachrichten und Euren großen Zuspruch in dieser schwierigen Zeit! Danke für Eure Kraft und euren Rückhalt Ich bin beeindruckt von eurem Mut eurem investigativen Engagement eurer Hilfe und eurem Kampfgeist! Danke! FP– ’,1,auftraggeb nutznießer dahinter locker lassen wahrheit tochter zeit rechtigkeien setzen dauer danken ganz herzen unzählig unterstützungsnachricht groß zuspruch schwierigen zeit dank kraft rückhalt beeindruckt eur muen eur investigativ engagement hilf eur kampfgeisen dank fp,1,1
Strache_Facebook_81,Facebook-Post,Es war ein sehr herzlicher und wertschätzender Empfang beim ungarischen Ministerpräsidenten Viktor Orb¡n in Budapest. Europa braucht eine starke Allianz gegen eine Islamisierung! ‘» Ein interessantes und konstruktives Treffen mit Ungarns Premier Viktor Orb¡n in Budapest. Wir haben in unseren Gesprächen sehr viel inhaltliche bereinstimmung gefunden insbesondere in Bezug auf die zukünftige Entwicklung Europas. Ich freue mich über die freundschaftlichen Beziehungen zwischen –sterreich und Ungarn und bedanke mich sehr herzlich für die Gastfreundschaft! ‡‡ ‡‡,1,herzlich wertschätzend empfingen ungarisch ministerpräsident viktor orbn budapest europa brauchen stark allianz islamisierung interessant konstruktiv treffen ungarns premier viktor orbn budapesen sprächen inhaltlich bereinstimmung finden insbesondere bezug zukünftig Entwicklung europas freuen freundschaftlich beziehung sterreich ungarn bedanken herzlich gastfreundschaft,1,1
Strache_Facebook_56,Facebook-Post,Es ist immer wieder eine große Freude das Gauderfest im Zillertal besuchen zu dürfen. Schön zu sehen wie hier Tradition und Brauchtum gelebt werden. Da ein Teil der Familie meiner Frau aus dem Zillertal stammt fühlen wir uns mit dieser wunderschönen Gegend besonders verbunden und kommen immer wieder gerne hier her! Noch dazu wenn die positiven Rückmeldungen für unseren Harald Vilimsky hier besonders zahlreich ausgefallen sind ‰,1,groß freud gauderfest zillertal besuchen dürfen schön sehen tradition brauchtum leben teil familie frau zillertal stammen fühlen wunderschön gegend besonders verbinden kommen gerne her positiven rückmeldung harald vilimsky besonders zahlreich ausgefallen,1,1
Rickli_Facebook_33,Facebook-Post,Ein schöner Abend beim Eiger-Club Winterthur!,1,schön Abend eigerclub winterthur,1,1
Lindner_Facebook_21,Facebook-Post,In weniger als einer Woche ist die Europawahl. Deswegen diskutiere ich heute Abend mit den anderen Parteivorsitzenden zum Thema Europa. Es wird um Klimaschutz Deutschlands Rolle in der EU den Umgang mit EU-Gegnern und vieles mehr gehen. Ich freu mich drauf ‰ Seid ihr um 21h dabei? CL,1,weniger woch europawahl deswegen diskutiere heute Abend parteivorsitzende thema europa klimaschutz deutschland rollen eu umgang eugegnern gehen freu drauf dabei cl,0,1
Fehr_Facebook_89,Facebook-Post,SP calling ü. Mit Cline Widmer bei der Schlussmobilisierung. Die Wahlbeteiligung ist nach wie vor tief! Deshalb: Spätestens morgen mit Couvert zum Briefkasten und für Spätentschlossene an die Urne! Liste 2 und Mario Fehr Jacqueline Fehr Martin Neukom und Walter Angst in den RR . #RRWahl19 #KRWahl19,0,sp calling cline widm schlussmobilisierung wahlbeteiligung spätestens morgen couveren briefka spätentschlossen urne list mario fehr jacqueline fehr martin neukom walt angst rr rrwahl krwahl,0,0
Lindner_Facebook_78,Facebook-Post,Diese Woche wird viel über Enteignungen diskutiert. Wir als FDP Fraktion Bundestag kämpfen dafür Wohnraummangel durch Neubau statt Enteignungen zu lösen. Außerdem setzen für uns diese Woche im Bundestag unter anderem für den Schutz liberaler Demokratien in Europa und das Recht auf selbstbestimmtes Sterben für Schwerkranke ein. TL,0,woch enteignung diskutieren fdp fraktion bundestiegen kämpfen dafür wohnraummangel neubau enteignung lösen setzen woch bundestag schutz liberal demokratien europa recht selbstbestimmt sterben schwerkranken tl,0,0
Fehr_Facebook_33,Facebook-Post,Schöne neue Seidenstrasse! Willkommen in der Welt der Zukunft! Ein bisschen Menschenrechtsdialog wird‚Äs dann schon richten - wenn China dann grad Zeit hat. Ja man kann in Zynismus verfallen. Aber vielleicht sollten wir uns besser nochmals ein paar grundsätzliche berlegungen zu unserer Aussenwirtschaftspolitik machen.,-1,schön neu seidenstrasse willkommen welt zukunft bißchen menschenrechtsdialog wirdäs schon richten china grad zeit ja zynismus verfallen sollen nochmals paar grundsätzliche berlegung aussenwirtschaftspolitik,0,0
Strache_Facebook_68,Facebook-Post,Gemeinsam mit Verteidigungsminister Mario Kunasek verabschiedete ich am Mittwoch die Hälfte der insgesamt rund 50 Soldaten des Bundesheeres nach Mali. Das –sterreichische Bundesheer wird in Afrika einen wertvollen Beitrag zu Entwicklungshilfe (Training und Ausbildung der dortigen Sicherheitskräfte) vor Ort leisten. Es geht vor allem aber auch um Ausbildung der Mali-Sicherheitskräfte im Kampf gegen die organisierte Kriminalität Drogenmafia die Bekämpfung der Migrationsursachen und der Schleppetmafia vor Ort - dafür braucht man ein stabiles Umfeld um Bleibeperspektiven für die lokale Bevölkerung zu schaffen.,0,gemeinsam verteidigungsminister mario kunasek verabschieden mittwoch Hälfte insgesamt rund soldaten bundesheer mali sterreichisch bundesheer afrika wertvoll beitragen entwicklungshilf training ausbildung dortig sicherheitskraft ort leisten gehen ausbildung malisicherheitskräft kampf organisiert kriminalität drogenmafia Bekämpfung migrationsursachen schleppetmafia ort dafür brauchen stabil umfeld bleibeperspektiv lokal bevölkerung schaffen,1,1
Kurz_Facebook_169,Facebook-Post,Wir möchten Pionier in Europa sein! Mit dem Ausbau des 5G-Netzes möchten wir die digitale Infrastruktur ausbauen und den Wirtschaftsstandort –sterreich stärken.,1,mögen pionier europa Ausbau gnetz mögen digital infrastruktur ausbauen wirtschaftsstandort sterreich stärken,1,0
Rendi-Wagner_Facebook_131,Facebook-Post,Live vom SP–-Wahlauftakt zur Europawahl 2019 unter dem Motto Mensch statt Konzern. Gemeinsam mit Pamela Rendi-Wagner Andreas Schieder Michael Ludwig und Frans Timmermans.,0,live spwahlauftakt europawahl motto mensch konzern gemeinsam pamela rendiwagn andreas schieder michael ludwig frans timmermans,0,0
Maas_Facebook_12,Facebook-Post,Europa schenkt uns eine zusätzliche gemeinsame Identität. Ich bin Deutscher und Europäer. Das Saarland ist meine Heimat - in Europa fühle ich mich zu Hause. Lasst uns dieses Zuhause gemeinsam teilen und stärken “ jetzt erst recht. Danke Ali Can für #we2.,1,europa schenken zusätzlich gemeinsam identitaten deutsch europä saarland heimat europa fühlen hause lassen zuhause gemeinsam teilen stärken erst recht dank ali can we,1,0
Lindner_Facebook_35,Facebook-Post,Heute ist nicht nur Muttertag sondern auch Tag der Pflege. Wir wollen den tausenden Pflegefachkräften und pflegenden Angehörigen die jeden Tag für bedürftige Menschen da sind nicht nur danken. Wir sollten auch dafür sorgen dass es bald mehr Pflegefachkräfte und weniger Bürokratie in der Praxis gibt damit mehr Zeit für Zuwendung besteht. CL,0,heute muttertiegen tagen pflege tausenden pflegefachkräfen pflegenden angehörig jed tagen bedürftig menschen danken sollen dafür sorgen bald pflegefachkräfen weniger bürokratie praxis geben zeit zuwendung bestehen cl,-1,1
Fehr_Facebook_72,Facebook-Post,Die besten Argumente gegen die Angstmacherei! Pflichtlektüre für die Politik im Kanton Zürich vor allem für die kommunalen Behörden die als Trägerorganisationen für die KESB verantwortlich sind!,-1,argument angstmacherei pflichtlektürn politik kanton zürich kommunal behörde trägerorganisation kesb verantwortlich,1,1
Rendi-Wagner_Facebook_150,Facebook-Post,Die Probleme die von rechtsextremen Netzwerken wie den Identitären ausgehen stellen eine reale Gefahr dar. Das muss transparent und unabhängig aufgeklärt werden! Kickl hat durch die Nähe seiner eigenen Fraktion zu rechtsextremen Netzwerken eine fragwürdige Glaubwürdigkeit. – Unterschreibe hier die Petition STOPP KICKL : https://stoppkickl.spoe.at,-1,probleme rechtsextrem netzwerken identitär ausgehen stellen reale Gefahr dar transparent unabhängig aufgeklären kickl nähe eigen fraktion rechtsextrem netzwerken fragwürdig glaubwürdigkeit unterschreiben petition stopp kickl httpsstoppkicklspoeeten,-1,-1
Strache_Facebook_171,Facebook-Post,Hass-Attacke gegen FP–-Minister. Unfassbar! Wenn du fette unfähige Sau mein Kind bedrohst dann ziehe ich die lebendig die fette Haut vom Körper bevor ich dich mit der Axt in 1000 Teile hacke.. ende! ... Jeder Fpöler und jeder –VPler sollen verrecken. So wird im Standard-Forum gehetzt.,-1,hassattack fpminister unfassbar fett unfähig sau kind bedrohst ziehen lebendig fette haut körper axt teile hack end jed fpöl jed vpl sollen verrecken standardforum hetzen,-1,-1
Rendi-Wagner_Facebook_42,Facebook-Post,Für uns als Sozialdemokratie ist völlig klar: Es braucht eine lückenlose Aufklärung eines der möglicherweise größten Korruptionsskandale der Zweiten Republik. Das erwarte ich mir von einem Bundeskanzler. Sebastian Kurz hatte seine Chance für sein türkis-blaues Experiment und er hat diese Chance verspielt. Er trägt die volle Verantwortung für das Scheitern dieser Regierung. Verantwortung steht für mich immer an oberster Stelle. Kurz muss hier echte Konsequenzen ziehen. Ich werde persönlich an der Spitze der SP– alles dafür tun um die Menschen davon zu überzeugen dass es eine andere Politik braucht.,-1,sozialdemokratie völlig klar brauchen lückenlos aufklärung möglicherweise groß korruptionsskandale zweit republik erwarten bundeskanzl sebastian kurz chance türkisblau experiment chance verspielen trägen voll Verantwortung scheitern regierung Verantwortung stehen oberste stellen kurz echt konsequenz ziehen persönlich spitze sp dafür menschen davon überzeugen politik brauchen,-1,-1
Strache_Facebook_89,Facebook-Post,Anneliese Rohrer in der Presse: Heinz-Christian Strache hat recht: Journalisten müssen Kritik aushalten. Es ist doch lachhaft dass jemand wie Harald Vilimsky (FP–) die Pressefreiheit in diesem Land bedrohen soll. Die Bedrohung kann nur von innen kommen - von Wehleidigkeit mangelnder Selbstreflexion und mangelndem Selbstwertgefühl.,-1,anneliese rohr presse heinzchristian strach recht journalisen kritik aushalten lachhaft harald vilimsky fp pressefreiheit land bedrohen sollen Bedrohung kommen wehleidigkeit mangelnd selbstreflexion mangelnd selbstwertgefühl,-1,-1
Strache_Facebook_265,Facebook-Post,Hier wird einmal mehr die Falschheit und Scheinheiligkeit der SP– deutlich. Wer hier wirklich sozial kalt agiert und regiert zeigt dieser rot-grüne Skandal sehr deutlich! Ich bin tief betroffen wie die SP– in Wien mit betagten und pflegebedürftigen Wienerinnen und Wienern umgeht. Wenn diese Menschen aus ihrer Betreuungseinrichtung geschmissen werden dann ist das eine sozialpolitische Schande. Verantwortlich dafür: SP–-Bürgermeister Ludwig und SP–-Sozialstadtrat Hacker. Ein weiteres Beispiel dass es auch in Wien bei der nächsten Wahl Veränderung braucht und die rote Misswirtschaft endlich gestoppt werden muss!,-1,falschheit scheinheiligkeit sp deutlich sozial kalt agieren regieren zeigen rotgrüne skandal deutlich betreffen sp weinen betagt pflegebedürftig wienerinnen wienern zeihen menschen betreuungseinrichtung schmissen sozialpolitisch schand verantwortlich dafür spbürgermeister ludwig spsozialstadtreten hacker beispallen weinen nah wahl Veränderung brauchen rot misswirtschaft endlich stoppen,1,-1
Rickli_Facebook_1,Facebook-Post,Das ist ein Aufruf zu Gewalt an Frauen und muss strafrechtlich verfolgt werden! Und falls es stimmt dass da minutenlang nichts unternommen wurde müssen die Verantwortlichen über die Bücher.,-1,aufruf walen frauen strafrechtlich verfolgen falls stimmen minutenlang unternehmen verantwortlich büch,0,0
Kurz_Facebook_22,Facebook-Post,Mein Pressestatement zu den aktuellen Ereignissen.,0,pressestatemenen aktuell ereignissen,0,0
Strache_Facebook_57,Facebook-Post,Unglaublich. Aber eine Islamisierung bzw. ein Bevölkerungswechsel findet ja angeblich nicht statt..... Gott sei Dank haben wir in –sterreich die FP– in der Regierung. Wir wollen kein Merkel-Einbürgerungs- und Viel-Ehe-Gesetz. So etwas hat bei uns nichts verloren!,-1,unglaublich islamisierung bevölkerungswechsel finden ja angeblich gott dinken sterreich fp regierung merkeleinbürgerungs vielehegesetz verlieren,-1,1
Strache_Facebook_46,Facebook-Post,Und wieder empören sich alle politischen Mitbewerber über Verhaltensregeln welche selbstverständlich sein sollten. Traurig!,-1,empören politisch mitbewerber verhaltensregeln welch selbstverständlich sollen traurig,-1,0
Strache_Facebook_257,Facebook-Post,FP–-Tierschutzsprecherin Philippa Strache: Wie eiskalt kann man sein... lächelnd antwortet SP–-Sima auf die Frage ob Listenhunde aus Wien weg sollen mit Ja ...—traurige Realität - Das ist die Tierschutz Stadträtin der SP–... Ich freue mich auf die nächste Wien Wahl. Da bekommen dann ihre ach so verhassten Listenhunde eine starke Stimme von Frauchen oder Herrchen. Beitrag: Hundekontrollen auf der Donauinsel ’,-1,fptierschutzsprecherin philippa strach eiskalt lächelnd antworten spsima frage listenhunde weinen sollen ja traurig realität tierschutz stadträtin sp freuen nah wahl bekommen ach verhassen listenhunde stark stimm frauchen herrchen beitriegen hundekontroll donauinsel,1,1
Rendi-Wagner_Facebook_66,Facebook-Post,Doris Bures hat heute mit dem Wiener Burgtheater zur Vorstellung Alles kann passieren! in den Plenarsaal des –sterreichisches Parlament eingeladen. Eingeblendet waren die mahnenden Worte des Schriftstellers Erich Kästner: Man darf nicht warten bis aus dem Schneeball eine Lawine geworden ist. Man muss den rollenden Schneeball zertreten. Die Lawine hält keiner mehr auf. Sie ruht erst wenn sie alles unter sich begraben hat. Wir erleben wie ständig die Grenzen des politischen und menschlichen Anstandes überschritten und neu gesetzt werden. Das Gefährliche daran: die Gewöhnung. Aber wir dürfen uns nicht daran gewöhnen! Wenn sich die Bevölkerung an jede Verrohung jede Missgunst und jeden Hass gewöhnt ist unser Zusammenleben in Gefahr. Herzliche Gratulation allen Beteiligten heute zu dieser beeindruckenden und mahnenden Produktion! (Fotos: Parlamentsdirektion/Zinner),-1,doris buer heute wien burgtheat Vorstellung passieren plenarsaal sterreichisch parlament einladen eingeblenden mahnende woren schriftstellers erich kästner dürfen schneeball lawin rollende schneeball zertret lawine halten ruhen erst begraben erleben ständig grenzen politisch menschlich anstande überschreiten neu setzen gefährlich daran gewöhnung dürfen daran gewöhnen bevölkerung jed verrohung jed missgunst jed haß gewöhnt zusammenleben gefahr herzlich gratulation beteiligt heute beeindruckend mahnend produktion fotos parlamentsdirektionzinn,-1,-1
Maas_Facebook_28,Facebook-Post,Das KZ Dachau wurde vor 74 Jahren befreit. Wenn Anfeindungen und Gewalt gegen Jüdinnen und Juden bei uns wieder zunehmen dürfen wir nicht tatenlos wegsehen. Wir müssen wachsam bleiben und handeln: Stehen wir auf gegen Faschismus Rassismus und Antisemitismus immer und überall!,0,kz dachau jahren befreit anfeindung walen jüdinnen juden zunehmen dürfen tatenlos wegsehen wachsam bleiben handeln stehen faschismus rassismus antisemitismus,-1,-1
Rendi-Wagner_Facebook_100,Facebook-Post,Alle Menschen sollen die gleichen Chancen haben. Gerade die Mindestsicherung sollte ein Sprungbrett in die Arbeitswelt sein. Die Regierung macht sie zu einem Sprungbrett in die Armut. Das raubt den Kindern die Zukunft und spaltet die Gesellschaft. Einem solchen Sozialabbaugesetz wird die Sozialdemokratie niemals zustimmen - natürlich auch heute nicht im Nationalrat. Kein Kind kann von 1 50 Euro am Tag leben. Die Regierung produziert und fördert hier sehenden Auges Kinderarmut!,-1,menschen sollen gleich chancen gerade mindestsicherung sollen sprungbrett arbeitswelt regierung sprungbrett armut rauben kind zukunft spalten sellschafen solch sozialabbaugesetz sozialdemokratie niemals zustimmen natürlich heute nationalrat kind euro tagen leben regierung produziert fördern sehend aug kinderarmut,0,0
Strache_Facebook_60,Facebook-Post,Aber eine Islamisierung findet nicht statt - es gibt auch keinen Bevölkerungswechsel... nicht in Europa nicht in –sterreich und schon gar nicht im rot-grün regierten Wien: Bestimmt sind im (bislang noch) christlich geprägten –sterreich auch schon vor Jahren Viel-Frauen-Ehen aufgrund liberaler bzw. christlicher Grundwerte gefordert worden.... Und der Wiener SP-Bürgermeister Ludwig sieht natürlich tatenlos zu..... Nein solche Entwicklungen haben bei uns nichts verloren und wir Freiheitlichen treten konsequent gegen eine Islamisierung unserer Gesellschaft auf!,-1,islamisierung finden geben bevölkerungswechsel europa sterreich schon gar rotgrün regieren weinen bestimmt bislang christlich geprägten sterreich schon jahren vielfrauenehen aufgrund liberal christlich grundwert fordern wien spbürgermeister ludwig sehen natürlich tatenlos solch entwicklungen verlieren freiheitlichen treten konsequent islamisierung sellschafen,-1,-1
Maas_Facebook_49,Facebook-Post,Der Nationalsozialismus und der Holocaust waren auch deshalb möglich weil viel zu viele Menschen weggeschaut haben. Und das dürfen wir nie wieder tun. Wir dürfen nicht schweigen wenn uns Rassismus Antisemitismus und Extremismus im Alltag begegnen “ egal ob im Bus auf dem Fußballplatz oder auf der Straße. All das hat etwas mit Verantwortung zu tun auch international. Wenn wir uns dem neuen Nationalismus nicht entschieden entgegenstellen müssen wir uns die Frage stellen wie viel Verantwortung wir selber dafür tragen.,-1,nationalsozialismus holocaust möglich mensch weggeschaut dürfen nie dürfen schweig rassismus antisemitismus extremismus alltag begegnen egal bus fußballplatz straß all Verantwortung international neu nationalismus entschieden entgegenstellen fragen stellen Verantwortung selber dafür tragen,-1,-1
Kurz_Facebook_151,Facebook-Post,Ich bin erschüttert dass Homosexuellen in Brunei ab heute die Todesstrafe droht. Niemand darf wegen seiner sexuellen Orientierung verfolgt werden!,-1,erschüttern homosexuellen brunei heute todesstrafe droht niemehen dürfen sexuell orientierung verfolgen,-1,0
Strache_Facebook_86,Facebook-Post,Er Strache werde sich auch künftig seine Wortwahl nicht vorschreiben lassen: Es gibt eine schleichende Islamisierung einen Bevölkerungswechsel bzw. eine Bevölkerungsverdrängung. Ich werde mir hier den Mund nicht verbieten lassen.,-1,strach künftig wortwahl vorschreiben lassen geben schleichend islamisierung bevölkerungswechsel bevölkerungsverdrängung mund verbieten lassen,-1,1
Strache_Facebook_188,Facebook-Post,Die Serie der roten Pleiten Affären und Skandale reißt nicht ab. Nach der ungustiösen Vermischung von Partei- und Stadtinteressen bei der Vergabe von Förderungen an Vereine wurde nun bekannt dass die SP–-Stadtregierung 595.000 Euro Steuergeld allein für ein einfallsloses Wien-Logo verschwendet hat. Unfassbar wie Ludwig und Co. agieren!,-1,serie rot pleit affär skandale reißen ungustiös vermischung partei stadtinteressen vergabe förderungen verein bekannt spstadtregierung euro steuergeld einfallslos wienlogo verschwenden unfassbar ludwig co agieren,-1,1
AKK_Facebook_2,Facebook-Post,LIVE: Pressekonferenz mit Annegret Kramp-Karrenbauer und Carsten Meyer-Heder,0,live pressekonferenz annegret krampkarrenbauer carsen meyerhed,0,0
Kurz_Facebook_72,Facebook-Post,Heute war ich im ehemaligen Konzentrationslager Mauthausen dieser Ort erinnert daran wohin Krieg Hass und Unmenschlichkeit führen können. –sterreich steht zu seiner historischen Verantwortung. Daher wollen wir jüdisches Leben aktiv unterstützen und gegen jede Form des Antisemitismus ankämpfen!,0,heute ehemalig konzentrationslager mauthausen ort erinnern daran kreigen hass unmenschlichkeit führen sterreich stehen historisch Verantwortung jüdisch leben aktiv unterstützen jed form antisemitismus ankämpfen,1,0
Lindner_Facebook_134,Facebook-Post,Die Schülerdemos und die emotionale öffentliche Debatte sind der Anlass für uns als FDP unsere Antworten in der Klimapolitik zu aktualisieren. Wir wollen zeigen dass Klimaschutz und freies Leben zugleich möglich sind. Die Vielzahl von Verboten und Subventionen haben bisher nichts gebracht außer Kosten - neues Denken und eine Technologieoffensive in alle Richtungen sind nötig! Deswegen wollen wir den Emissionshandel ausweiten und Forschung gezielt fördern. CL https://www.fdp.de/content/antrag-des-bundesvorstandes-zum-70-ord-bundesparteitag-liberale-klimapolitik,0,schülerdemos emotional öffentlich debaben anlaß fdp antworten klimapolitik aktualisieren zeigen klimaschutz frei leben zugleich möglich vielzahl verbieten subventionen bisher bringen ko neu denken technologieoffensiv richtung nötig deswegen emissionshandel ausweiten forschung gezielt fördern cl httpswwwfdpdecontentantragdesbundesvorstandeszumordbundesparteitagliberaleklimapolitik,0,0
Fehr_Facebook_45,Facebook-Post,Warum auch in die Ferne schweifen...,0,warum fern schweifen,0,1
Strache_Facebook_185,Facebook-Post,HC Strache,0,hc strach,0,0
Maas_Facebook_23,Facebook-Post,Carl von Ossietzky starb heute vor 81 Jahren. Er kämpfte für den Frieden als Deutschland längst wieder für den Kampf rüstete. Der Frieden - das war ihm klar - liegt nur in einem einigen Europa. Das müssen wir uns auch heute immer wieder bewusst machen. #europaistdieantwort,0,carl ossietzky sterben heute jahren kämpft frieden deutschland längst kampf rüsten frieden klar liegen europa heute bewußt europaistdieantwort,0,0
AKK_Facebook_53,Facebook-Post,Der französische Präsident Emmanuel Macron wandte sich an die Bürger in #Europa. Es müsse dringend gehandelt werden. Darauf kann es nur eine Antwort geben: #unserEuropa muss stärker werden. ‡‡ https://www.cdu.de/artikel/europa-richtig-machen-getting-europe-right ‡‡,0,französisch präsident emmanuel macron wenden bürger europa dringend handeln darauf antwort geben unsereuropa stark httpswwwcdudeartikeleuroparichtigmachengettingeuroperighen,1,0
