id,text,anger,fear,sadness
22,I feel afraid for myself my friends and my family. I hate being under house arrest but understand the reasons why I have limited movement. I am very angry that the UK government are still allowing foreign nationals to enter the UK whilst this is going on as it defeats the object of doing all this in my opinion. I am not sure when all this is going to end but I get the feeling late June/July is the first time I am going to see a resemblance of normality. I am glad that at least on my weekly trip to Tesco's that the shelves are now returning to normal and that people have stopped panic buying items which was just totally stupid.,True,True,False
23,I feel very scared and afraid about myself and my family catching the virus. My anxiety levels are very high at the moment. I stay home with my two children while my partner still goes out to work and I am petrified that he could catch the virus and bring it back to us where we could all become ill. I also know and have read that healthy people with no underlying health issue's are dying from the virus also. I feel lonely and miss my family and social interaction and I think this virus could be around longer than people are expecting which means longer social distancing and not seeing family and doing normal things.,False,True,True
24,"Hi, I feel very concerned about the future of our human beings. I feel like it is a bad dream and hope that one day I will wake up and I realis e that this was just a bad dream. I feel scared and hope that soon scientists will come up with a remarkable cure and 💉.  I am truly frightened. Everyday I watch news on the television and see the horror people go through in the whole world. I am deeply saddened to see how many people died. It is awful and I am deeply shocked and anxious. I feel this virus is man made and not something that just happened because why it would not happen a few years ago, or ever.",False,True,True
25,The situation with Coronavirus is one that is very scary for everyone. Our way of life has been completely changed and it's had a significant impact on me and I'm sure others. The overriding feeling that I have is fear.  I fear mostly of getting it and giving to the people I love. I also have anger at the government for allowing it to get to this stage and for being ill-prepared.  Anxiety is also an issue as I have to look after getting supplies in for people and not knowing when this will all be over.,True,True,False
26,"Anxious about the future weeks to come, unsure about the outcome and how it will affect my job and the countries economy. I am hoping that lockdown will end soon and hope that everything goes back to normal very soon. Would like to say I am able to volunteer and help the NHS but I have no car. Waiting for the death statistics everyday and praying that they starting plateauing or declining very soon like Spain. Sad about everything being missed over summer and how my first year at university has been ruined and cut short. Extremely bored and hoping this ends soon. Praying that all my family and friends are safe and well, upset that I cant go and see them. Proud of the NHS!",False,True,True
27,I am very worried about it worried about my family catching it and to loose love ones so scared to come out the house and if I. catch it and spread it it's always on my mine all the time   Can not sleep thinking about it it scares you when you read or watch how many people have catches it and have passed away and that it spreading so fast I worry about my family when they are off to work   Until they come home thinking I hope they don't catch I don the shopping but am so frighten to go to the shops and be around people and many people don't listen and obey the rules it sad to see the world in this situation i have lost friends to this viras,False,True,True
28,I am feeling very sad  for all the families who have lost loved ones. Also I am concerned about my husband who is a vulnerable person along with my mother and mother in law. i am not concerned about myself as i have to go shopping. I am hopeful that all the sacrifices we are making will beat this virus and so grateful to all the amazing NHS staff including my bother in law and sister in law who are on the front line that they are safe. I am very impressed with the way the government is handling the pandemic. We can win this.,False,True,True
29,"I'm sad for everything I see on the tv - about the incredible job the NHS staff are doing to comfort and support and ultimately cope with the demands of a horrible situation right now. I'm sad that people aren't able to go out as much as they normally can, particularly with the warm(ish) weather, and it being the start of the Easter holidays. It's particularly tough now because we're coming - at least it seems - towards the peak, in 7 to 10 days I think. On another note, I am feeling extremely lucky that I haven't been affected by it so far. I'm sad for everyone who suffers because of this.",False,False,True
30,"I find this time very worrying as it is the unknown. I worry about my grandparents due to their age and general health, but more so my husband who works for the NHS. He is within the estates department between two hospitals and has had a massive amount of pressure recent weeks planning for the resources for people which has left him very run down and tired. I worry about him getting corona and the fact he is tired. Even though we Are told it is mainly the elderly it is fatal there has still been a large number of cases of deaths amongst the younger population. I am frustrated as I cannot see my relatives I am missing just being able to pop over for a quick coffee of a chat, things which previously I took for granted and I assume the general population did too!",True,True,False
31,"I am very fearful for my family. I am very overweight & don't think I'd survive if/when I get it. My husband is a key worker so very likely to bring the virus home to us, although he is very careful. I wasn't worried initially but the more we find out, it's like a death sentence. I thought young children weren't at risk but we now know that's not the case. I have 3 children & I'm am very scared. Boris Johnson has now been moved to intensive care so we know how that's going to turn out. We are living in a nightmare.",False,True,False
32,"I am sad that I can’t meet with my family and friends. Concerned for my 79 year old Mum who lives alone in another town. It is a difficult situation as we have never experienced anything like this. I believe the government is doing its best, but obviously some things aren’t going to plan for one reason or another. After we have come through this a plan needs to be devised as to how best to deal with any future virus. I think we as a country need to continue to grow our own resources for future epidemics.",False,True,True
33,"I feel really sad about the Corona situation at the moment because my mother has a terminal illness and is alone and  is in hospital and i can not see her at all, if she passes away i feel sad that i could not see her and tell her that i will miss her.I understand the reasons for this to keep everyone safe but its a terrible situation to be in and there is no end in sight.I appreciate all the nurses care and the updates from them but seeing her myself is all i want at this moment in time, and i know my brothers feel the same, also grandchildren want to see her",False,False,True
34,"I actually feel very curious.
I am obsessed with the statistics and the numbers. I can't help but think about how/why no one saw this coming and how come no country was prepared for something like this. How come the economy is so fragile, and how come people are not really following the rules set in place by the government.
I am also curious to know how life will resume after all this. What will change? What will stay the same.
So above all, I am curious. Curious to know more about the disease and its effects.",False,False,False
35,"I am worried about my family members which are older. My dad is nearly 70 with no underlying health conditions but still goes to work.  I am frustrated as I want it to end and I want to get on with my life. I am anxious that they won't find a vaccine soon. I am sad I missed the last semester of university. I hope we will not be in isolation for too long now! However, watching the news does not give me hope that things will not get better soon. A positive from this is that communities are working together and I am feeling closer to my friends. I am irritated by the people near my house who keep having their friends round and seeing people going to the park on the TV.",True,True,True
36,"I feel very anxious about the global coronavirus situation both from a population level and on an individual level. I have previously been hospitalised in ICU when I was 18 with pneumonia so whilst I feel very concerned about the health implications for myself I also feel a very strong empathy and sympathy for all of the individuals suffering with coronavirus, and the families which are being affected by it. I believe this anxiety is made worse by the constant media attention, although I do understand why this is necessary given the severity of the situation.",False,True,False
37,"I’m extremely worried about what is to come. Especially as I have just heard the news the Priminister is In intensive care. It’s so scary as it could literally happen to anyone. I have a husband and children so am also worried about them. I fear them getting the virus but I’m also worried about money as my husband is unable to work. It’s a very stressful time for everyone. At this moment in time I am sad, worried, anxious and scared. I feel I cannot escape it as I work for the local government and they are putting a lot of measures into place and it makes it very real. I am worried about leaving the house even just for food. I’m frightened for my husband as he has asthma and my son who has a low immune system. I am trying to avoid reading too much about it during the day as it really is making me feel a bit depressed which is something I have never experienced in such a big way like this before.",False,True,True
38,"I feel this is a learning curve for the future, we have never seen anything like this before, we were to slow to respond so  I hope that lessons can be learned. I hope we we still come together and support each other and invest more in healthcare and vulnerable people when this is over. I have not been affected to bad as i can work from home and keep my family safe which is all you  can do at the moment.  I am hoping this is all over within a few months but things could get worse again once things get back to normal if people start getting sick again.",False,False,False
39,I am so worried how quickly this virus has taken hold .  it scary to see the death toll constantly rising and the pressure on the nhs. i really hoe that we fight it soon and we can all try and get back to some form of normality.  I wish that people would listen to the restrictions and stop putting us all in danger.  i am thankful that we are all together at home and safe.  I pray that all of our family and friends stay safe and dont fall victim to this awful virus.  I cant wait to meet up with all our friends and family and celebrate that we got through.,False,True,False
40,"At this moment I feel very angry about all the people that are still going out for reasons that are not necessary! I'm absolutely disgusted with how selfish people are being currently. We all need to stay in and play our part to get over this awful situation but people think they are above the rules and guidelines and this is really starting to piss me off! I fear that if people don't start behaving, then our right to go outside and exercise will be taken away and I know I will suffer mentally if this happens.",True,True,False
41,"very sad and fear for the future. People need to say at home to avoid catching this further. 
People need to listen and follow the rules.
Very uspet for people who have had this, there needs to be a cure to aviod this spreading further and  further all over the world.
The government need to be honest in this situation and lockdown should of been last month. this has meant this has spread. All scientists need to work together to solve this problem.
The media needs to stop spreading panic in the world. They created panic buying.
",True,True,True
42,"At this moment, I am feeling incredibly bored by the whole ever-evolving Coronavirus situation. I live alone so have had to self-isolate by myself in a small studio flat and it is a lonely and experience. I miss human contact. The unknown unknown of when we will actually get to experience normal life again also makes me very angry about the Corona situation. I am also anxious about the wider global context of Coronavirus and the last effects it might have on me, my friends and family, and those around me.",True,True,True
43,I think I have quite mixed emotions really. I am enjoying spending more time with my family. I don't really mind being stuck at home at all and I'm happy to use Facetime to chat with my extended family. On the other hand I'm really annoyed about the way NHS staff have been treated by the government and the hypocritical way they are being praised while being denied what they need to stay safe. I'm also quite fed up with social media and am making an effort to avoid it. There are too many people with misdirected anger - having a go at their neighbours.,True,False,False
44,"It is very scary, especially because of the vulnerability of my family, but it can be overcome, however it is scary and annoying to see youths still going out with their friends and people underestimating the severity of the disease especially to vulnerable people. Not only this but some people lie and think it is made up or are too engrossed in the politics and don't understand the normal people being affected by it, dying and being extremely subdued. However personally for me it is awful because of the regime and how difficult it is to adapt to living in isolation, not going out or seeing friends and family or loved ones, or being able to exercise properly or educate and the countless hours spent infront of a computer",True,True,False
45,"I just feel like it is spreading way too fast, as I work in a supermarket, I have to walk past people in a daily basis despite lockdown. 

I would be much happier if more people followed the lockdown advice given by the government. I still keep seeing people sitting on their street drinking beer and not having a care in the world. 

People seem to go from being mildly ill one day to requiring hospital treatment the next day. 

I hope the vaccine for Cov is ready sooner than the predicted timeline of 18 months. Too many people have already died from it.",True,False,False
46,"I am angry due to the fact that people are unaware of the fact that Corona virus is a common flu virus and anybody who has got flu in the past will still have it in their body.  There is no test out as yet for covid19 (if there is any virus like that at all).  The figure of people infected is just magnified artificially as """"""""""""""""tested positive"""""""""""""""".  The cause of death despite of being from other health factors/condition is classified as covid death.  This pandemic is a global cover up for something more sinister.",True,False,False
47,"Right now I feel sad and uncertain about the future. I have lost a little bit of hope and feel anxious about the whole thing. How is something like happening in this day and age (21st century). I just feel sadness wherever I go. It feels like everywhere is deserted and people are too afraid. Kids don’t really understand what is going on. It just feel like I am dreaming, more like a nightmare. But I pray to God this ends very soon so we can all resume on our normal life. 
I haven’t got anymore words to express how I am feeling right now. I have detailed all my emotions/feelings as best as I possibly can.",False,True,True
48,"I feel really worried and stressed about this whole situation. My job is demanding, i am struggling at home and i am in a bad place. I am not sleeping and my relationships are suffering. I feel anxious all the time and am constantly down.

To top it off i am sad because my cat has gone missing. I feel like my life is going wrong. I don't know how to make it better or get through this. 

My toddler is playing up all the time and my marriage is breaking down too. I never imagined 2020 would be such an awful year.",False,True,True
49,"I’m very fearful and worried personally being 37 weeks pregnant. I’m sad that this has overshadowed the last part of my pregnancy and will impact the first few weeks/months of becoming a mother. Selfishly it has impacted me hugely, I also fear for friends and family in the at risk group and who have no choice but to continue working as a key worker and not adequately protected.  

I am worried about the future of the UK and the impact on the economy and the livelihoods so many who are currently furloughed as a result of the pandemic.",False,True,True
50,"At the moment I have mixed emotions.

Anger at how the pandemic began. Anger at the people who are determined to carry on living as normal when the majority of us are sticking to the rules. My children want to see their grandparents and cousins and friends but they know they can't and the reason why they can't but it is difficult to explain when they see people continuing to play football etc.

I'm angry that my son has missed nearly half a year of school. That it took 2 months for y daughter to get into a routine for nursery and not scream every morning but we will have to start from square one.

I miss my work and my colleagues, I miss my friends and my parents and siblings. I'm upset that we have had to cancel our holiday.

I'm worried as my husband has to continue to work and risk bringing the virus home everyday for a low wage. I'm also worried that the lack of routine will have a negative impact on my mental health.

All my emotions do not matter when you think  of how many people have died worldwide  to this virus.",True,True,True
51,It makes me angry that the media is feeding lies into society to drive fear. It is disgusting how many people are happy to submit to a state enforced home incarceration regime. It is easy to fool people but difficult to convince them they are being fooled. One day they will realise the truth but by then it will be too late. Keeping people under house arrest will not stop the spread of the so called virus. The level of imposed control and over reach of powers by the police is draconian and extreme.,True,False,False
52,"I feel very sad that there is so many people not taking this serious and still heading out to parks and beaches. I’m also sad that I can’t visit my family but I am so thankful for modern technologies that allow us all to keep in touch. My children would be upset at not seeing their aunts uncles grandparents and friends if it wasn’t for technology. 
We have found new ways to connect as a household too so we are all trying to find the positives in this anxious situation. We are playing scrabble and doing plenty of outdoor games in the garden. It’s nice talking to my children about other stuff rather than letting the usual downsides of working and travel and school get in the way. 
",False,True,True
53,"i feel sad and lonely and scared , today my husband was confirmed to have prostrate cancer and i want to see my family and i cant. i feel scared.Once lockdown is over i can see my family again but its not the same talking on the phone as opposed to getting a hug and a cuddle.
I just so worry if i will ever see my family again , but then again a lot of people are probably hfeel how i am , I just wish they would get a vaccine and make us all safe again , this has affeted us all in diffrent ways but as my husband is on a pension at lease our money is not affected",False,True,True
54,"The Covid-19 has made me feel Lonely and sad, i miss my friends and family, i miss going out, i miss normality. 
I want this to be over. 
I feel sad for the people this has affected and i worry that it will affect those i love.
I worry for my job which will impact my mortgage etc.
The whole thing opens up your eyes and makes you realise you should not to take things for granted.
I pray this does not hurt many more people and that people stay home so that this virus can dissapear as soon as possible",False,True,True
55,"Very worried as I feel people aren't taking things seriously enough. Also feel the government is handling it very badly. I'm very worried that my family could get it, I feel that because people are not self isolating properly, and people are not keeping a reasonable distance in shops, someone I know is going to get very ill from it, this is probably the most angry I have been in my life at a political situation, which I believe this is, as the government is clearly not doing enough to stop people from going outdoors, seeing friends and families etc.",True,True,False
56,"I feel very angry that people are not compiling to the whole ‘lockdown’ situation - that also includes businesses that are not ready to pay their employers who have to work in the frontline (postmen/women, shop workers, nurses, caters, delivery workers etc). 
I’m fearful that my family may get it if they’re not careful because they HAVE to go into work. 
It’s not really social distancing and helping stop the virus if people are still going out to do their daily shopping or meeting in parks! 
I’m anxious, very anxious that everything is out of my hands and I cannot do anything to help. I don’t have medical skills to help with the NHS and even if I did, would I put myself and my family at risk because the government are not ready to provide the right PPE.
I hate that the government have left this situation for too long that now it’s spiralling out of control. 
",True,True,False
57,"I am worried and sad about the current Corona situations. I've had to close my business until further notices which I completely understand but I'm also sad about it as I love what I do. 

I am worried about friends and family. I have a relative in a care home and we know that if he gets the disease then it is very unlikely that he'll survive. This makes me feel extremely sad and also guilty that I can't visit him though I understand the reasons why I can't.

I'm also worried about a number of people that I know that live with mental ill health. They are struggling, really struggling and I do what I can by texting and talking to them.

I'm also very proud of my family. My children are now home from university. One of them is waiting to hear about what is happening with her finals and the other is in his first year. I couldn't be prouder of how they are responding to the virus. They are both doing everything they should and shouldn't be doing and they are being very supportive and helping keep morale high in our house. 

Sad, anxious, worried but proud.",False,True,True
58,"I’m feeling sad at the moment. I feel the government is reacting to the the issues opposed to being ahead of the game and this is causing a loss of life. I also feel sadness and disappointment in the public that aren’t sticking to the clear, simple instructions! The result of this will be an enforced lockdown which will have a negative impact on people as the warm weather arrives in the coming months. I’m sad that I can’t see members of my family that live less than 1 mile away from me, one of those family members is my 91 year old grandmother.",False,False,True
59,"I am very angry at the moment because people are not listening to the rules, for instance do not congregate, do not meet family and friends, stand 2 meters away from each other.  I am so angry because if people do not comply then this virus will take forever to be cured.  My neighbours are complete lunatics, they are having parties, load music, walking around as if nothing has happened.  I am fuming, I won't to report them, but I cannot as they live next door and I don't want any trouble.  Also I go out for a walk in the fields near where I live as I have diabetes and I do not have a clue how my sugar levels are and I would guarantee some uneducated peasant will be walking directly at me which makes me so angry",True,False,False
60,I’m scared someone in my family home will get the virus and end up severely ill in hospital. I’m constantly worried that if any of us go into hospital they may die alone. This worries me more with my two children. I’m being eaten up with anxiety at the thought of them being scared and without their mum or dad to make them feel better. I’m paralysed with fear that there may not be life support equipment for any of us should we need it. I’m concerned that if any of us get the Corona virus it’s missed as being severe enough to go to hospital and we die at home in pain. I am doing my best to keep my family away from other people so we can stay as healthy as possible,False,True,False
61,"Not fearful of the disease. I’ve had some of the symptoms. Angry with government response or lack of it. Way too complacent about the threat. More concerned about their careers than helping people. Annoyed at lack of Ppe for nhs and care staff, And annoyed at dismal state that NHS was in to meet this threat. Full of admiration for NHS and care staff. Believe strongly that we cannot go back to how things were. 

As someone who had symptoms- shortness of breath and fatigue etc I found being in fresh air very helpful. Think there should be policing of open areas but not widespread closures of parks etc.",True,False,False
62,"I am angry and disgusted about people who don’t adhere to the rules and don’t seem to care. I’m fearful about my mum who has to work on the frontline as a medical professional (I would rather she was at home). Everything makes me feel more anxious than usual, in particular the sound of emergency service sirens makes me very uncomfortable and I don’t know why. I’m still working (from home) but struggling to focus. Sadness is high for me, mainly in the economic side, I keep worrying how many suicides coronavirus will cause due to economic impact and it makes me very sad, also who gives spare change now to the homeless? That is very sad I think",True,True,True
63,"The current pandemic is a very worrying time for everyone, I have found that it has made me feel more stressed because of financial worries, as my husband has now been furloughed. 
It has also increased my anxiety when I have to go food shopping because I know the queues will be horrendous, I am also worried about being able to buy food, especially when people were panic buying. 
It has also made me feel very sad that I am not allowed to go & see my parents who have underlying health conditions. It also makes me sad that I am not allowed to see my sister or Nephews.",False,True,True
64,"angry there still people out and I about I have neaver seen so many people on bikes walking makes me so cross do people not get stay in and stay safe upset hurt that so many people have died just from this cross my partner is a key work at the hospital they have no ppe at all and now he is in ICU as there has not been the correct ppe so now he is lying in ICU get so mad at the way keyworks can not be covered, there is that many people in hospital makes me  upset angry any onew could catch it , young old , why has this happened",True,False,True
65,"I hate being stuck in the house without the option to go out and socialise or browse the shops. I feel trapped and frustrated because we have no end date. I’m hating working from home and not being able to interact with my colleagues as normal, we are a very close team and we are all missing each other. The uncertainty is very upsetting and causes me anxiety to an extent. It’s hard work having to work from home normal hours then not be able to have any sort of social release on the weekends, it makes working just that bit less rewarding as there’s nothing to relax and let your hair down doing when you have finished the working week.",True,True,True
66,"Anxious of what lies ahead, when this will be over and if we will suffer more cancellations and delays in ‘normal life’. 
I am stressed of doing homeschooling for my 4 year old and being working from home and being a mum. 

My husband is furloughed from his full time job and main earner but I’m trying not to think about what happens after those paydays and how we will pay the bills.

I am scared of becoming ill and losing even more money and time, I am stressed of not being able to continue with normal chores and life. 
",False,True,False
67,"I feel very uneasy about the Corona virus situation. Not knowing how exactly it is getting spread and the social distancing instruction is worrying. The uncertainty of when the lockdown will be over is very draining and the inability to move about freely makes me feel depressed. I also feel fear for myself and immediate family as the survival rate are not great.
Watching television all day and sitting in the garden doesnt feel fulfilling enough and my inability to go to work and interact physically with my colleagues at work is demoralizing. I worry that this will not go away in a few weeks",False,True,True
68,"I am upset and annoyed at the virus and how many it is killing, harming and the damage it is doing to businesses, people's livelihood etc. I am not myself worried about contracting the virus or on how it will affect my income, thankfully. It has put a halt to everyones life which is an annoyance but hopefully it will be over and we can once again return to how we used to be. I miss friends, football and my daily life but i know that they arent playing second fiddle to this virus, i want people to respect it and stay indoors and listen to the government guidance.",True,False,True
69,"I feel sad that so many people are dying with this virus, and all the health professionals struggling to keep as many people alive as they can. My health isn't the best and I have to make sure I stay indoors so I can be safe and not catch the virus.  It can be a little scary and annoying seeing some people disobeying the rules and still going out and acting like everything is ok.                                                                                                                      
",True,True,True
70,"I miss my friends and family and being able to go out whenever, wherever, with whomever I want. I am sad that this has happened to the world and that so many people are suffering. I am so annoyed and angry at the people who keep flouting the government guidelines and making everyone else struggle for longer. It's unfair that they don't feel like they have to help anyone else when there are people trying to save lives. There's so much death. My mum has cancer and she's a very high risk person but she's been told she won't be able to get help if she gets the virus. Yet people who blatantly disregard the safety rules will probably be absolutely fine.",True,False,True
71,"At the minute I feel anxious, because I don’t know how we can move away from lockdown without causing another huge amount of cases of coronary. If there was some plan that the public were aware of then this would ease my anxiety but at present the government are not giving anything away in terms of what the next steps might be. Even if they do not know themselves 100% what will happen they must have some options that they are considering. It would be helpful for me personally to understand what they might be",False,True,False
72,"I am scared and worried. I am a key worker in retail and in the front line serving and touching people all day. I am scared of getting covid 19 from someone and as I’m 51 and my partner 56 it could be risky. 
I’m scared of customers getting abusive if they can’t get the goods they need or they have to queue. 
I’m scared of having to go off sick and not being able to afford my bills. 
I miss my mum and siblings and niece and nephews as I can’t see them. 
I miss being able to go out for a meal or drinks when I want. 
I’m scared of anything happening to my loved ones. 
I just want life to go back to normal.",False,True,False
73,"I am worried as I am on the vulnerable list and my husband is a key worker so he is in and out and he and I feel the risk is high for me catching the virus. Anxious before he gets home. So I feel tense most weekdays, sad as we socially distance, missing a hug.
Frightened as a friends cousin died.
I am feeling happy as I can keep safe though and also because I am loved and supported.
I feel satisfied as I am doing the best I can to support others while they are anxious and or stressed with the fear of catching this  horrid diease.",False,True,True
74,"I think lockdown should of been earlier.I also feel very angry because you still see people doing there own thing walking together in large groups, going to the corner shop about 4 times a day, it’s like people haven’t got common sense. I think it should be more strict about the lockdown. We should of took more precautions from the start. Greedy people at the supermarkets going crazy and not thinking about others. Starting arguments with the staff Who are putting themselves at risk so everyone can eat.",True,False,False
